17.586	0.86492	0.1729
17.712	0.86404	0.17602
17.839	0.86204	0.17903
17.969	0.86098	0.18194
18.1	0.85904	0.18607
18.233	0.85797	0.18897
18.368	0.85609	0.19404
18.505	0.85507	0.19807
18.644	0.85393	0.20304
18.785	0.85201	0.20809
18.929	0.85102	0.21306
19.074	0.85098	0.21797
19.222	0.85001	0.22408
19.373	0.85003	0.23109
19.525	0.85	0.23696
19.68	0.84997	0.24397
19.837	0.85107	0.25098
19.997	0.8531	0.25794
20.16	0.854	0.26591
20.325	0.85697	0.27404
20.493	0.8599	0.28104
20.664	0.86402	0.28904
20.838	0.86891	0.29701
21.014	0.87396	0.30409
21.194	0.88002	0.31099
21.377	0.88705	0.31692
21.562	0.89391	0.32404
21.752	0.90196	0.32903
21.944	0.91103	0.33303
22.14	0.91995	0.33702
22.339	0.92909	0.34005
22.543	0.93805	0.34204
22.749	0.94701	0.34199
22.96	0.956	0.34192
23.175	0.96497	0.34101
23.393	0.9729	0.33907
23.616	0.98003	0.33594
23.843	0.98709	0.33194
24.075	0.99208	0.32799
24.311	0.99706	0.32402
24.551	1.00096	0.31903
24.797	1.00299	0.31395
25.047	1.00505	0.30991
25.303	1.00502	0.30596
25.564	1.00498	0.30202
25.83	1.00398	0.29898
26.102	1.00095	0.29709
26.38	0.99904	0.29599
26.663	0.99595	0.29595
26.953	0.99209	0.29704
27.249	0.98797	0.29992
27.552	0.98494	0.30502
27.862	0.98299	0.31109
28.178	0.98093	0.31899
28.502	0.98091	0.32804
28.834	0.98405	0.33909
29.173	0.98909	0.35094
29.52	0.99799	0.36208
29.876	1.01097	0.37299
30.24	1.02692	0.38093
30.613	1.04605	0.38499
30.996	1.06694	0.38502
31.388	1.08792	0.37908
31.791	1.10699	0.36805
32.204	1.12405	0.35298
32.627	1.13609	0.33412
33.062	1.14307	0.31399
33.509	1.14699	0.29408
33.968	1.14703	0.27394
34.44	1.14309	0.25494
34.925	1.13601	0.2379
35.424	1.12701	0.22209
35.937	1.11697	0.20803
36.466	1.10407	0.19493
37.01	1.09101	0.18406
37.571	1.07598	0.17505
38.149	1.05992	0.16709
38.745	1.04199	0.16094
39.36	1.02302	0.15703
39.995	1.00193	0.154
40.651	0.97896	0.15503
41.328	0.95204	0.15901
42.029	0.9219	0.17008
42.753	0.88891	0.19307
43.503	0.86004	0.24004
44.28	0.86706	0.31909
45.085	0.95792	0.36896
45.92	1.03702	0.30691
46.786	1.02892	0.23004
47.686	0.98392	0.18792
48.621	0.92592	0.17299
49.594	0.84999	0.18791
50.606	0.74493	0.31593
51.66	1.08907	0.4871
52.759	1.07497	0.2079
53.906	0.98691	0.15305
55.104	0.92708	0.13807
56.356	0.88098	0.13404
57.667	0.83998	0.13405
59.04	0.80094	0.13707
60.48	0.76204	0.14203
61.992	0.72406	0.14797
63.582	0.68394	0.15597
65.255	0.64199	0.16592
67.018	0.59904	0.17805
68.88	0.55198	0.19207
70.848	0.50304	0.20903
72.932	0.44993	0.23
75.142	0.39397	0.25505
77.49	0.33398	0.28499
79.99	0.26994	0.32103
82.656	0.202	0.365
85.506	0.13196	0.41802
88.56	0.06001	0.48207
91.84	-0.01004	0.55805
95.372	-0.07601	0.64506
99.187	-0.13208	0.74203
103.32	-0.17693	0.84206
107.812	-0.20998	0.93504
112.713	-0.23994	1.012
118.08	-0.28403	1.07002
123.984	-0.35896	1.11597
130.51	-0.47612	1.16699
137.76	-0.63696	1.24401
145.864	-0.83406	1.36702
154.98	-1.04595	1.54799
165.312	-1.24691	1.78506
177.12	-1.41416	2.04899
190.745	-1.55506	2.27913
206.64	-1.75798	2.42107
225.426	-2.16496	2.51401
247.968	-2.87505	2.73119
261.019	-3.32399	2.97113
275.52	-3.77182	3.34003
291.728	-4.11979	3.81496
309.96	-4.27023	4.24992
330.625	-4.30595	4.37212
354.241	-4.58402	4.04023
381.49	-5.45183	3.4422
413.281	-7.01294	2.85098
450.852	-9.282	2.40076
495.937	-12.36177	2.12504
551.041	-16.52834	2.02515
619.921	-22.30723	2.12589
708.481	-30.66925	2.50747
826.561	-43.4669	3.37417
991.874	-64.5687	5.2531
1239.842	-103.18033	9.67266
1653.123	-185.81958	22.20979
2479.684	-416.68703	73.05309
